id,Longitud de camino característico,Eficiencia global,Fuerza nodal promedio,Coeficiente de agrupamiento,Transitividad,Asortatividad,Modularidad
FIS_129,2.524465011675847,0.4147756899696657,41.7818773107078,0.27801011661967057,2.1596036829976493,0.9833612592978276,0.06699083753176197
c001MSVIS,2.3105358367405886,0.44980813919787377,48.89309282458485,0.3277966261094948,2.351752792090862,0.9812732521950635,0.054659361915937676
c027MSVIS,2.4429389629343112,0.4228814405578438,46.609208432640976,0.32205162010843835,2.286439689075786,0.9777738340055405,0.05160481062384539
c029MSVIS,2.4232086669078874,0.42414385990807774,46.23940091520815,0.3247893406823539,2.278084601208786,0.9778524305396679,0.05112847884211068
c030MSVIS,2.329786520122792,0.4456139940811963,46.04466182281305,0.30951071608062575,2.207473431488619,0.9818508143084986,0.048760315086155526
c031MSVIS,2.2978162113980374,0.44978739046727567,48.94330351718346,0.3459884417450329,2.3044095576041634,0.9772482751962973,0.04000575406978476
c032MSVIS,2.412321268778092,0.4255955340935971,49.53885471088265,0.33966239823988653,2.37706933647269,0.9784772392749441,0.04779402003613095
c033MSVIS,2.383724965328296,0.4292002085263504,52.13663231761168,0.3453576396741366,2.3798271179221477,0.9863107490062213,0.035805055138565745
c034MSVIS,2.4380682417624624,0.42555053566780837,44.31128480700781,0.29892230488809907,2.2837849739684164,0.9794956107363685,0.057183657900151924
c035MSVIS,2.4688461045500696,0.41597817803943293,47.635386292206796,0.326550033433815,2.316565218392787,0.9811447529225942,0.05375356512667043
c036MSVIS,2.445405718300383,0.4187518471830883,48.938324804454425,0.32902904960842194,2.3814577106856385,0.979345030797646,0.047074755150380634
sFIS_01,2.4915586749310603,0.41548524340549087,44.06129913074096,0.2990703001712068,2.1996546591035266,0.9805009131030191,0.07208890613315787
sFIS_02,2.6577958212836954,0.389731224636188,40.74259644748616,0.26910313671356434,2.1566015774190226,0.9833997431923373,0.06713211246371796
sFIS_03,2.555909605890442,0.4040256547314578,43.28068497378152,0.28574556276070695,2.2744194218053626,0.9815331161570678,0.05599281061926286
sFIS_04,2.5691112068089637,0.40624661905581017,41.50962853796628,0.2804137857371851,2.1719029088568713,0.9814599643558125,0.06714302817322362
sFIS_05,2.588390026041722,0.3997378123054021,41.84830224085175,0.2752858202138864,2.2353850687223535,0.9803394389522406,0.06179270730352596
sFIS_06,2.5304652600959394,0.40975009033577797,42.38944474935434,0.28083757049651686,2.233566161133846,0.9792818598390851,0.06797133530956917
sFIS_07,2.719479531107225,0.3792012574165104,39.364640447355406,0.2659232701394325,2.1078684187866243,0.9783768421180172,0.07207990368597292
sFIS_09,2.535708912644166,0.40942146480172414,42.42598045437537,0.27634706919638075,2.220460788256016,0.9833908824908676,0.05678512261571257
sub-0001,2.4412313478355543,0.4260912391049754,45.68226557136114,0.30173602431942415,2.3563376975004116,0.9866339338663264,0.04282773612043622
sub-0002,2.32079790413047,0.449737948802544,48.97908765842053,0.3253303692054043,2.3476579588656348,0.9866287483156622,0.04465060484731928
sub-0003,2.3710559870865273,0.4376087403920095,50.88930990818688,0.3350813884498008,2.416741561884241,0.9883583405076302,0.03985849507876621
sub-0004,2.5430179151670624,0.4064217859072075,45.81727643573772,0.29983182565248573,2.3600346023361083,0.9852784759955773,0.03973599904044318
sub-0005,2.3536711141665685,0.4391610578669896,48.24858968105777,0.31486767509124364,2.3982596122401993,0.9869634576625053,0.04466384101357158
sub-0006,2.1958507768035247,0.47780760172594927,51.097174734954436,0.33771295388105665,2.3576567738123635,0.9843813549883392,0.03833698436575807
sub-0007,2.4556514097171585,0.41689441405203326,48.54942418741448,0.3127982352509849,2.4292845126009044,0.9874902511847999,0.04711208753969022
sub-0008,2.4824469070820316,0.415523276074851,46.10349191446178,0.304198447889008,2.349164320587292,0.982240009109708,0.046127536879419326
sub-0009,2.513863150475888,0.4183457058747065,46.295164964273624,0.30289592205160504,2.3836085808935095,0.9868916703690165,0.04319892622070075
sub-0010,2.3908876145139413,0.4316893330510409,48.99381358424461,0.3179980195090182,2.4130511614043306,0.9873788849411179,0.03906317156409986
sub-0011,2.2588306738126245,0.45966661371887974,50.33878576852869,0.32909840650343464,2.3844496589220108,0.9858000473669444,0.046039709635686946
sub-0012,2.374255768160758,0.4350742122403147,48.3221849371662,0.3168946531966926,2.3832544966416553,0.9847005011986149,0.05218351282240448
sub-0013,2.8808354041367092,0.36162814158897116,41.01806252866315,0.26907598707822883,2.2530704695469757,0.9861819854561662,0.06671086307816532
sub-0014,2.3308664773782715,0.44620791641304375,48.46412529732309,0.3197295696805231,2.3812738769922968,0.9861004918213782,0.04685893425436918
sub-0015,2.3886657142687056,0.43616031066701383,46.59372547473943,0.30993350213686477,2.34490679530362,0.9815740225542554,0.044718356920218014
sub-0016,2.6964483169705176,0.3824115055497414,43.52503439431406,0.2831449886812564,2.322263216938173,0.9847845158429569,0.05390250237868864
sub-0017,2.442573166419713,0.4195608946317126,49.49384000440049,0.3205724177410132,2.4179690591723544,0.9877718528800497,0.04375021019526887
sub-0018,2.494076377173081,0.42673887927844456,43.75118258348435,0.2871421994245119,2.303016889675806,0.9839288165270076,0.05602074889117441
sub-0019,2.3099150195221436,0.44853261331772754,49.71925739568989,0.3242026874261618,2.409792947922597,0.9886872096750445,0.03869674257188728
sub-0020,2.1935516263034884,0.4719688947597226,57.031648057773666,0.3754523590615999,2.4389300996216687,0.9872976448007559,0.03472111766069688
sub-0021,2.3290461989906275,0.44559107906278705,49.57596513969592,0.32775876085727146,2.396303663534242,0.985451636673126,0.046374084593578724
sub-0022,2.5053666534677737,0.4125554993847674,45.30695774694933,0.29624254541292094,2.341806606008135,0.9851333542550597,0.05069396170390664
sub-0023,2.2657073398622916,0.45798782815531747,49.16751199763478,0.3208826129962973,2.363699080780862,0.9864647584645071,0.0490714364112569
sub-0024,2.3438642877443625,0.4381344751909281,51.74299028978249,0.3374197976459222,2.4015254559756016,0.9867688136087867,0.04564615873343773
sub-0025,2.3658710033926567,0.4390605935282105,50.18459681540327,0.32956748261706426,2.411718509282945,0.9870874988767961,0.04903821590022267
sub-0026,2.1615124016334755,0.477470531623621,54.16832710044964,0.3540010036867722,2.4388739693495944,0.9858174272834476,0.04737579000433945
sub-0027,2.075538807439869,0.5027290472332384,54.67493559498448,0.3596440014406131,2.3825863210505274,0.9871569439218625,0.039641719640550514
