id,Longitud de camino característico,Eficiencia global,Fuerza nodal promedio,Coeficiente de agrupamiento,Transitividad,Asortatividad,Modularidad
002MSVIS,2.097590598011939,0.5144790883880698,34.37876844531577,0.5350103544738513,0.8456628952712504,0.0657456144166054,0.08117096912012148
003MSVIS,2.2546871081387954,0.47509707914407123,31.107223165956277,0.4919849615293006,0.8175399344776737,0.05506304100406107,0.07645351550283096
004MSVIS,2.3008066300991286,0.46614349259143056,29.37486165280121,0.486428595998479,0.778876524612469,0.013026520948814607,0.0838554090646993
005MSVIS,2.1007236380816376,0.5156369427157047,34.62026613922422,0.534280682358005,0.8521099096491409,0.10269047747701801,0.07362971170721011
010MSVIS,2.4124062046221364,0.4490953358604875,28.32504317406944,0.49516837288982873,0.7949826207712598,0.053300137999842304,0.08134331231849956
011MSVIS,2.447349839042245,0.4417131817204219,26.910691519406395,0.45939187793319936,0.7446144581611146,0.0068693781135742505,0.11740337729280378
012MSVIS,1.9697343402792677,0.5441278508608988,36.90305573945392,0.5292933634668003,0.8639379950689818,0.00902268775722921,0.08326002739870267
017MSVIS,2.0359790472769177,0.5257475624478486,35.83182486922659,0.583162347323784,0.8769807518678931,0.042896611065758636,0.055579860848884666
018MSVIS,2.4257762665044087,0.44936795849154126,28.252773475353987,0.5243622817902626,0.8144451750917703,0.023288900734108824,0.06230253570027762
019MSVIS,2.095734223459135,0.5098708496226618,34.49500482217808,0.5565625626050537,0.8557454284117224,0.008947434328407191,0.08693173878226138
021MSVIS,2.2151375992892395,0.48610514527146287,31.96628955256839,0.5734261331697853,0.829583330294433,0.028472816403248644,0.07204531751783616
022MSVIS,2.434129416612435,0.4413488583142465,27.810344126549058,0.5338070795740789,0.7892607515829291,0.0012958870993180856,0.08388820552495732
027MSVIS,2.429629963681324,0.4441974070812332,26.94409727098853,0.4365643030692638,0.7326290238049264,0.044906051074480695,0.08182012466861974
030MSVIS,2.0550845523700856,0.5326430588827578,36.01157232465386,0.6077154054385421,0.891365430577466,0.12976600731980606,0.04345513796252215
031MSVIS,2.3049467687233176,0.4743286535024905,30.100377691683523,0.4960084105120236,0.7908910058386841,0.01891458816546487,0.07422287463320987
032MSVIS,2.016180708190281,0.5292430672995985,36.05939701286462,0.5976095174206355,0.8680706060526934,0.05512028587763294,0.06408297005629038
033MSVIS,2.372816677977685,0.45661747999617003,28.503132554843642,0.4683827361975771,0.7771525612754416,0.04232177877567532,0.08628272743468941
035MSVIS,2.3260621695182953,0.467166263639767,29.883021639300043,0.5152462023247435,0.8008692122167299,0.06067906860661432,0.085888014559242
036MSVIS,2.358535422981716,0.45729959295868505,28.88845929447123,0.493462978962896,0.7816784446543134,0.003036037756945124,0.07577518074104586
038MSVIS,2.200784576928809,0.4865131694942574,31.818639149487293,0.4959571014926311,0.8187447207021925,0.015430490313677821,0.08499370131419756
039MSVIS,2.2376218937977947,0.48106291018003305,31.70678117300248,0.5646806757332373,0.8433760960649648,0.020011851842499897,0.0528548005986576
040MSVIS,2.0324345071781638,0.5298397365122451,35.17116551332654,0.5131648733445586,0.8398412600497605,0.02842387274393526,0.06267549883509295
