ID,nodo1,nodo2,nodo3,nodo4,nodo5,nodo6,nodo7,nodo8,nodo9,nodo10,nodo11,nodo12,nodo13,nodo14,nodo15,nodo16,nodo17,nodo18,nodo19,nodo20,nodo21,nodo22,nodo23,nodo24,nodo25,nodo26,nodo27,nodo28,nodo29,nodo30,nodo31,nodo32,nodo33,nodo34,nodo35,nodo36,nodo37,nodo38,nodo39,nodo40,nodo41,nodo42,nodo43,nodo44,nodo45,nodo46,nodo47,nodo48,nodo49,nodo50,nodo51,nodo52,nodo53,nodo54,nodo55,nodo56,nodo57,nodo58,nodo59,nodo60,nodo61,nodo62,nodo63,nodo64,nodo65,nodo66,nodo67,nodo68,nodo69,nodo70,nodo71,nodo72,nodo73,nodo74,nodo75,nodo76
002MSVIS,17.47437272210399,20.85646098025886,19.793959291918636,8.143701440100916,21.16137119958166,25.81689441229052,22.878234996950773,23.92887418643992,20.44960589838852,17.67991526827127,17.64185801545083,17.003456730589477,22.595113211789606,11.206739182207189,16.374525871415255,20.83228385832681,16.041359033705188,17.602269310211376,17.80584425757495,21.78088815217817,17.87441986862083,20.283941982744807,27.735888445692567,17.62297498222405,19.064450746098288,21.776232457707483,28.325759896494514,22.126959659189115,25.344161399088605,10.437780550535653,25.54863237013538,32.31778149685045,21.651966060737745,27.184768822789913,27.238013683948594,15.561990239530948,13.25320660039149,11.370479218552745,30.79443251759652,24.64910263642234,30.48797862348203,24.34383722360762,20.007070804672512,10.231452325513771,8.018493929461508,16.49116723564626,17.571605536606473,16.46897889415319,7.577796750512204,18.953588376551856,23.01923598393747,22.510045569111522,24.008461124405112,18.74496591188985,20.264529956668422,14.644596401110661,16.352701710719007,21.743286111458257,12.009750835168438,19.19675630133085,19.38294455178531,20.613897835063845,19.86280656156687,13.324329032249022,20.610331352573773,17.429180852613964,21.748745063555404,26.398341773504878,13.223224019034472,22.661175166569027,23.779876501583427,25.56288914107652,25.923323280911227,24.269320184066665,4.982959190683484,31.494007199499702
003MSVIS,14.831359833575075,20.028498584302007,20.29463307588066,8.886891137020244,21.32794114463153,26.82106228067113,23.41399939177493,22.341372555598227,27.26167022623319,24.369509718667764,20.61674545491647,23.519725046916292,29.28845890907144,7.7251311622195,16.201355455422814,19.853762049416257,15.422657051884837,21.39330963526645,21.596380734847585,21.018937434175736,18.51274660412048,20.69125160715538,25.387879489724252,20.237449574069664,23.48953576435036,24.844779404428525,25.80525922801096,28.76986116240513,27.165435035616206,12.789918775481857,25.595567438318593,28.74033161882798,22.004809779644887,29.70949498741336,26.03884724315783,21.398440913491175,12.965600131833556,16.843820913842162,27.269371053743686,23.943516161773054,29.623447459127878,28.150695009712564,25.765925244722247,11.28529337789423,16.533426965674153,13.558989923572538,19.138982229609162,22.420541208780584,7.611743807822612,18.788895757205836,26.791780723034456,24.762451378804883,21.605386627691583,23.892033479946623,21.507942561870113,20.33558274982926,23.395242135288903,30.507949427994795,15.081979723401945,17.221564050728087,19.792244084074202,18.523904799323265,20.928361570857575,19.584754879920467,19.298817269070405,18.56148657089538,19.79987315562583,25.900368482545666,18.850297341982472,23.62940114812683,24.04986701744348,26.172610320364917,28.183863774512762,22.12706785686363,10.596018802360888,28.586539267387753
004MSVIS,18.816210234121275,20.428412669062027,20.310823711510036,8.276060169595848,18.182316422894655,27.96147839690198,25.310913914579398,22.88120097041437,24.687251417174554,20.220761941543685,19.821683043623942,17.660702429641486,27.693919382693522,13.42533210916174,19.373883011894694,19.170499766206888,15.79491867305639,21.244962312299947,21.7623965210215,20.351271346652826,22.577280424049157,20.88750012248905,28.929351210531607,18.701199569119044,27.023104615659555,25.6048662365408,27.83823394859187,26.76007048431686,22.64696526855959,13.023325859770262,28.459644566357184,27.964739098320944,23.36631715947321,30.344232026045503,24.278672873606105,24.10976930210156,12.983215945773594,17.160506555880968,31.241025906905776,24.893237290696728,31.57487423886995,29.45454648197568,20.083163543312214,10.886562145089929,15.056680696025431,18.860481961677692,21.897943553933697,25.330850411736712,7.287185233164105,18.607775089941725,29.745137639047844,22.551993629385542,21.70962166343339,26.23984279565366,17.283624461346587,20.41675192138148,16.740709197208908,27.462032551386155,12.407845757285155,20.340306293827574,20.72134437900189,19.69887000020938,22.30388555512821,22.88282667034898,22.16078636007868,21.528897959471276,22.529709440650297,28.717162391965136,18.54498817148729,25.84995078194722,26.569045345419163,29.308698442440928,28.068323541625155,24.647799633980146,12.344130617221628,29.251742538468797
005MSVIS,17.94665002445546,21.43985937228536,18.847455902226244,8.40120224828452,17.154133492706425,27.50418599145921,26.95658565019559,23.85188359474185,23.98089070694949,21.112110652409736,20.30695230154231,19.295415391418846,29.190615626687894,11.399304494434743,21.229178836087375,24.812188059483905,16.25616168516801,20.67939173396856,19.774361584450975,22.859911960434086,21.216738844306715,24.58283040396307,28.845867694179532,19.584252708085153,26.05820720375974,24.6857905932413,28.581881834914668,28.721564324148186,24.113784004047957,18.43609242332956,29.485225067636865,30.7386088815773,22.431830127959977,28.79319545656978,26.140263833229636,21.26178443251153,13.709777515682983,14.161224514492524,32.41252338350071,21.897560665502972,29.709397504729896,27.67028337215834,21.60568482093401,12.555960239331721,14.624745065206374,16.424727106933148,23.18966621521661,20.632752865293412,8.149430510828216,12.879293767386063,28.38135057807341,26.455570144239033,25.95609511433611,25.271498161649863,19.00223153045937,20.03682171856021,23.788794175731258,30.514633610485248,12.203801556547038,20.316616155394442,22.873977019116026,17.62183879014418,22.469293208044174,18.831577352749164,23.752362948573914,19.936615238735772,23.153627162879665,27.59918582070878,21.074915617947674,24.62236353871161,25.778641404437412,29.664442933907516,29.754324057744224,24.12509489162808,13.919933007583081,30.798302367608244
010MSVIS,16.061117091034962,19.04896623467698,18.729672962161498,8.224680874602623,19.173427087859622,27.081163952659573,29.04324448545708,22.750228158893275,22.367520790961947,19.94383457386683,19.29523950692332,18.995385442409344,28.864747067382403,12.94132569504467,18.436048847378334,21.74046638876305,14.627366987043033,20.17748309547065,19.595554104829272,20.4125048406093,21.757525105284376,21.24725462926813,26.997692771101715,18.746588817078937,21.148023951337045,22.09090767781917,26.445990316768683,28.235390548611463,22.250871911522925,13.721578263094873,28.78521112907025,28.469246274541902,22.0370656143088,27.90918020504811,25.63960824484806,20.43307388654988,14.843478887577888,14.156606084582128,28.35175765792515,26.201200934726966,29.03298418760505,25.742600462081192,19.284453973472832,11.210948302231106,14.681669721874265,15.762084287714115,20.123068764026776,21.91211236957731,7.411921090920421,17.258593244437407,25.845475521572997,22.420831647887773,20.39548765563425,20.624910981927822,19.53816562777295,18.288422848965002,19.224946922140685,27.813900337148446,13.404251060954305,18.695308855156316,20.742112426679824,17.336363069106966,24.331123152238423,18.25060033281478,21.23200412652367,18.053052734256642,21.755681269532538,26.290706422272645,18.829428480115975,23.05994998864826,24.308641336432146,26.9945453113405,26.444532908919008,24.181450497350202,16.08975312264164,28.76702005963227
011MSVIS,16.098159084617542,20.360328059185612,21.7696849576982,8.517552325733206,25.40598627627022,28.114259736431347,29.16926245214183,26.00688196464083,27.920298416626046,22.68456492151618,21.753398584316944,19.018389381151813,32.36675430405247,10.801800998120816,20.513628584394976,20.869421212522887,20.317639843405473,22.358298309000407,21.33380277024521,22.121872930679174,22.44098175976729,21.497985558190067,30.37931866453841,20.67227672203286,23.808668484635497,25.896959637907823,28.93397511694002,29.463786064992973,24.101180185434917,17.83652431208123,29.730375119255452,31.056546149044056,26.479307035327363,28.045765043164888,26.961584225772025,23.335554276127407,16.55800752053912,15.648322674856862,30.981810395043947,27.802098171223314,30.12787176778194,28.271106736749612,20.702038318032805,12.580945314950528,14.521527942422784,16.95421652827774,22.466884527949887,21.71725199124886,7.848344717854606,22.873512509403163,29.17985266397808,27.554130286235655,23.39858412868688,25.675515198986623,24.188691432685086,19.366035979727688,22.341223893283168,33.57973153041598,13.095019690822506,19.03793379381515,22.69177792448128,20.40003151984287,21.7527158644529,20.240304815969775,22.32289852174959,20.165080722152524,23.933605415796244,30.22966264066845,18.06989069978953,24.951565461447288,27.377683060911576,28.03215777020733,32.54102813833671,26.260375327201974,17.18426402726279,31.366969179554026
012MSVIS,15.38434048056559,18.26439146521012,20.167086391921234,8.357933709651459,16.545806463287743,25.1081426452879,20.173076340320247,20.735792796277234,22.568216187912554,19.0257215484873,18.96628824734528,19.02788357976518,25.644466682115997,11.393120369570777,17.470112628382697,21.323494449199487,13.582495616892459,18.738454266665073,17.43798554084676,20.38884448903118,18.968188514253026,21.331584316240324,26.882576301560682,19.952109790901478,22.499109940901107,24.03219514184729,26.116976477525384,24.990054710280347,23.004534927386715,10.523926097717368,25.34561760997405,29.88920813914822,23.72586785114656,29.376145460904876,23.915257881601903,22.838935846277003,15.132412706316426,14.703849331767046,28.3558954313296,25.42933088002581,28.200468458829217,19.333047523781314,27.67346904463804,11.943951188013804,14.790124975792866,16.691661364107183,19.198702218238683,20.72766768651435,5.565492191155995,12.507546996276547,26.2317927171303,19.855868371981476,21.015165887490603,18.055935060566338,20.324951139141373,17.385450209115742,21.592071816242015,26.711803256590116,13.47784213234413,16.44658675376904,19.516497645485792,18.955514828512527,23.725646183703088,17.66951096668873,19.80511872917519,17.281502800281192,20.972056384123253,27.501787730262976,17.77731061522508,23.835527912695476,24.815255621278606,24.575640370233707,28.77280438190687,21.00883763795598,9.30203811427479,28.983265569712795
017MSVIS,16.2703699747486,19.24495324200576,15.830592136699954,7.904153551736321,18.958121621852808,24.190216899467433,22.00556076289872,20.04977323901351,21.042880590887915,19.641873569529874,17.38622913455368,17.735058368653906,24.414057952069882,12.079629958017039,19.322201937103713,20.04261181854973,15.154702015526981,18.957215267850803,16.426220339558647,21.546121838962566,18.938419513464567,21.928088769385926,23.447575457210057,14.329636118286922,20.247827513184287,22.267418135013813,24.24972875429017,25.005547950642832,21.1303521007672,13.232381793104123,25.108128168231342,28.77542253765356,21.57943022594339,26.425135879807506,24.404591544749913,20.822883598596672,15.069207250753868,13.365660784449805,30.33219669244438,20.479092963821337,28.154037187237357,27.989904510177656,22.510591950937584,11.166718579159033,14.0102680900375,17.2183956571245,19.68021617709017,22.44496659019963,7.319663071025682,16.968518822418005,28.081825133937535,24.5632292209985,23.3538451921994,23.887258653206377,18.727925661620755,18.795161682981774,21.223047017666307,26.484035366614187,14.410480365696912,16.8033634130972,19.022559126048705,16.85940750116447,17.325310889305232,18.88760658855789,20.32062125234212,19.603930876884725,20.07808787058002,24.79286732561034,16.62986406885514,19.92092966010125,23.158423568504922,26.270886347051512,25.52608107869283,22.803698655602098,12.111448433711399,26.18370922286247
018MSVIS,17.176363447896456,20.41475607557194,18.256683393822446,8.568371122716123,21.67332035859553,24.750245607535284,24.90692400821241,21.579767809474827,22.473597449859792,20.48944755378523,15.11601611727065,18.914428788573968,26.684191448658726,12.625179200174598,18.258465056617407,22.180470305779252,13.655971807184624,20.819788579653174,13.95272058950333,20.965211113501674,21.355223239795826,22.077143054218375,23.84960946189116,17.205554433963652,23.92985762120167,24.498307125033918,25.709734748556887,25.396388579420524,22.155693734553832,14.297832431786544,25.269398581963195,27.3294191162904,23.06462982476917,25.72933566431448,24.909640165034357,21.301275608443667,14.600859864971042,14.772439886688495,26.445751570967307,20.706115368888227,27.769441235935272,24.707056653525107,21.60389256840171,10.889389565370397,15.578711591165012,15.896656459548858,19.479338952223287,19.80046876620981,7.7387198078913,17.1758748313747,26.631355131391423,24.110360370980242,23.639023144596933,21.48025150578868,19.089839439481977,15.120506536463639,24.2935718660862,27.114265793392345,12.399258558493843,17.815201953677157,20.151498763025167,14.094506573859864,20.321643543772733,15.749271073401758,22.419594842875128,19.664887511576254,21.039137968825965,24.443527496728542,17.107520640779303,23.421470623847128,23.170570517387187,26.137577457429984,25.065870959886144,23.814694600737962,11.42011071157859,26.50603862668077
019MSVIS,16.59465747029267,22.075058791014435,21.75868366356136,8.762486024115237,19.528393108813738,28.788796817779126,22.966805910100042,23.726175561489278,26.44591561388814,24.598253535148217,19.999393893084232,22.819604713900002,29.575357902682278,10.3762832236387,17.946551901467842,22.387958798515896,20.260007875004728,23.824604857523273,21.102247905355423,21.90040039337993,19.479725161516154,21.206853543374592,27.772356626216624,22.519162450858783,25.548249506930354,25.662576460926438,28.38352289931564,29.037457755191685,25.854454450029323,10.863181814645554,27.263640284587524,29.507686052403724,25.092752964388218,28.670414950120488,24.423034745225877,23.81320205236855,15.714356791359716,18.40500021703076,27.93351395461769,22.66358716559065,29.127727313864046,25.928386533022802,22.576754941803824,11.669810704446823,17.844358093588447,17.30893144394305,20.437468306167972,22.475044378531994,7.405893013481751,14.50278776415358,29.12699471642887,24.714704172599312,22.01110040972525,23.809749463022168,22.581999192494326,18.43715971925599,19.112328341816067,30.112557665264056,11.134072639904774,19.713421156293936,22.85228248346374,19.74022246456008,26.03468239699821,18.30529505384585,21.256565087452362,21.83772585256177,21.220762323671657,30.59686535964215,17.145330926534974,27.156756291389765,27.218510229469928,28.70391934521575,28.824206904372684,23.506205354001573,10.431992265843837,28.053431149343893
