ID,vol_node_1,vol_node_2,vol_node_3,vol_node_4,vol_node_5,vol_node_6,vol_node_7,vol_node_8,vol_node_9,vol_node_10,vol_node_11,vol_node_12,vol_node_13,vol_node_14,vol_node_15,vol_node_16,vol_node_17,vol_node_18,vol_node_19,vol_node_20,vol_node_21,vol_node_22,vol_node_23,vol_node_24,vol_node_25,vol_node_26,vol_node_27,vol_node_28,vol_node_29,vol_node_30,vol_node_31,vol_node_32,vol_node_33,vol_node_34,vol_node_35,vol_node_36,vol_node_37,vol_node_38,vol_node_39,vol_node_40,vol_node_41,vol_node_42,vol_node_43,vol_node_44,vol_node_45,vol_node_46,vol_node_47,vol_node_48,vol_node_49,vol_node_50,vol_node_51,vol_node_52,vol_node_53,vol_node_54,vol_node_55,vol_node_56,vol_node_57,vol_node_58,vol_node_59,vol_node_60,vol_node_61,vol_node_62,vol_node_63,vol_node_64,vol_node_65,vol_node_66,vol_node_67,vol_node_68,vol_node_69,vol_node_70,vol_node_71,vol_node_72,vol_node_73,vol_node_74,vol_node_75,vol_node_76
070MSVIS,0.5709514772923762,0.532294655508346,0.5969045576288191,0.6010940128974577,0.5982271880355257,0.5692063832319452,0.6259978606708356,0.5802408310512807,0.6022987099178031,0.5992961355010896,0.6355547684847294,0.5831898900049485,0.630256289404903,0.5998781583490658,0.5636030961629396,0.6015673784216178,0.5874275924230287,0.5698470335999101,0.6071722117245445,0.6273197025979735,0.58886058243744,0.5881592760771378,0.5926703287837586,0.5730177587432049,0.5786867633786495,0.6804161806553644,0.6882575884717781,0.6788482300429377,0.6463337846206976,0.6126787488337062,0.590761887723938,0.559712541894359,0.5615801628100461,0.5704818109441518,0.5872454768032637,0.5923550306260307,0.585249524717403,0.5988370405071622,0.5561200958065042,0.6069990085250543,0.6060043916347998,0.5965933527740938,0.5981148188137696,0.5876002884805,0.5865097213409991,0.5560096586437241,0.6042328095753459,0.568777044309453,0.5914448262300348,0.6197145598355562,0.5902362162939946,0.6865310592401752,0.5844481121805702,0.5693929900584331,0.5889102251277216,0.6356439243065337,0.5730970935559879,0.6338150910091024,0.5832482688925181,0.5456195729849708,0.5858863990363218,0.5972915025309197,0.599185842485487,0.6206990418343716,0.6187897486812345,0.5996290712734157,0.5753168491048768,0.5739506221638617,0.5799386350287523,0.5191572533546358,0.5815709692342957,0.6187682863553904,0.7025300999966915,0.7238379107316775,0.5884970358970263,0.6019649588864118
071MSVIS,0.5665860454225166,0.7036028871389132,0.6081733699262342,0.6017480125836577,0.48996552449149566,0.5719860751176221,0.5346791587061505,0.593970432573555,0.6421731493143265,0.5763544444170924,0.6335478849182058,0.5472107412620975,0.5943745924966275,0.5790037965112976,0.5616489951987188,0.534917589123838,0.5969717565661533,0.5990100175971115,0.6209728768658906,0.5929897042150449,0.6128378133711035,0.6214204720352992,0.6239347336360133,0.538045488327692,0.5143181363441449,0.5225185500935389,0.5915112931028659,0.4728388149541298,0.5198296196149578,0.5657685742392179,0.5235100467918016,0.6447347831412548,0.5878276418079766,0.5767412050598311,0.5915751396304348,0.587019680502628,0.5885201933163133,0.5894012325288013,0.6391360080367846,0.5791078875287726,0.5751582039123272,0.597315145466537,0.5743580502243136,0.5884433507894823,0.5955120474625064,0.5456320376550235,0.6638819150992907,0.6011787041427186,0.6096378359263787,0.5149123668970619,0.6140782634365778,0.5246218332548853,0.6375169820032475,0.49147006898173,0.5319856939413394,0.64935355258854,0.5296785900595121,0.5446234735549945,0.6029485739029319,0.5894709155135137,0.5466111307774675,0.5965699060085313,0.5808196185334401,0.619740630967841,0.612224365933329,0.5930346687261289,0.6197469393083359,0.5674953350012075,0.5644029767441427,0.5616794800125098,0.6281832254760688,0.635698498691377,0.557044840407804,0.48850131684858034,0.5746310607679366,0.5252153445197427
072MSVIS,0.5946801238085828,0.6485315699327785,0.5955235499662529,0.5447037281466972,0.5867713742721324,0.5589256973390303,0.5211986180865406,0.5959855599432502,0.6965538976486735,0.5605936451484059,0.6091391629757836,0.5889451419086378,0.5559261416913852,0.5766350202443726,0.6347475553831113,0.6569817604361748,0.6039327165246311,0.5895206805807321,0.5612655127656312,0.6078782790896765,0.5985808743523261,0.6936819728458054,0.6088304267389025,0.5979234511225582,0.5951902664324143,0.6664895855975816,0.5690404696780613,0.5505942242074203,0.6436389377674161,0.6110337116824597,0.6335949215728368,0.6311629327251951,0.5988868810450083,0.5880748336661984,0.589837725883213,0.586749184337458,0.5824465338090784,0.5881497444157392,0.6444759077515286,0.6066781118122688,0.5684155312786471,0.5873946757723343,0.5917664604337107,0.5843528865383395,0.5904279269716008,0.5893573885766725,0.5795775136719573,0.5421139139880672,0.5701576906497732,0.549626390556196,0.6393837895999888,0.5000703831517641,0.5875430825101237,0.6303423796104239,0.5748960838847123,0.5589638313661394,0.6135522447362912,0.49055458460878426,0.6004472799243169,0.6376224681409782,0.6587786429070528,0.595226108214746,0.5843434425831007,0.5825468314152497,0.6042987529019089,0.5875555464198301,0.6327079329509915,0.54719935134452,0.6112047304655375,0.5712466504737751,0.7643639966517561,0.6048453036399112,0.5341431680288474,0.6225644059513611,0.6037982954851769,0.6174975181908192
073MSVIS,0.5387223810651544,0.49257828450951113,0.5418565114334126,0.5916986589264076,0.4758821630894503,0.45060238438244193,0.5493088496726591,0.5734195604273318,0.5313942601605013,0.518704942060829,0.5985331582172329,0.5366664599149092,0.547350875694971,0.5830940410212493,0.4816440943025484,0.5269994495384036,0.5730010335005989,0.5425233643814533,0.5622412649740486,0.42779099713845786,0.5399085639474334,0.392347597053526,0.4177678393346548,0.5957425189412185,0.5038894043048532,0.14406759459651525,0.4202149792098332,0.3860496938745794,0.4802578822568857,0.5891195825899915,0.5980085384175168,0.49980939165274085,0.5597122695946568,0.5368323745203599,0.5729464951782054,0.5895161009832769,0.5876801826163889,0.5799968499527505,0.5203450658301767,0.5619062993020352,0.5628380487472724,0.5817739077919833,0.5845267525146431,0.5806091107002128,0.5788875410378641,0.5705662242926199,0.5667449448304326,0.566024027856087,0.5685325699371614,0.5095145866315863,0.493358662516411,0.6078190515746351,0.581442164846207,0.4618594277299661,0.5362692222731008,0.5422509735830802,0.5734901648341743,0.5049262364270526,0.5937801984095146,0.4765295707823938,0.5005860432952919,0.5616143978381473,0.5259873630844416,0.5697070193074526,0.4686594630183998,0.6057478937052938,0.4269027139388256,0.48509894045126306,0.6083538782338651,0.48632755993026927,0.2103348962406142,0.40757954098271687,0.3804248639586044,0.5294366743888498,0.5867837830920379,0.6043627048122728
074MSVIS,0.5767595233625267,0.5838389737261784,0.6112355166429111,0.5797120145097678,0.540107990836331,0.5988297802128337,0.5087972481862133,0.5689619556997956,0.6825243219417735,0.6744090864575178,0.5562230765428953,0.592258462510363,0.5302382286228574,0.5785607282425619,0.5531600150084662,0.5911126780581069,0.5888653947068377,0.5691997942259536,0.5773258607439576,0.4263183953419739,0.5797692351838473,0.5468829603116264,0.635575723383872,0.5864395722220916,0.5976327551619945,0.4878352173869807,0.5207083493950325,0.4995319774002912,0.490656136948673,0.591036198855257,0.6096435441539839,0.595116628131364,0.6049597873058126,0.5887510774607954,0.596955228441798,0.6003322824800341,0.5931114767823396,0.5871059168327213,0.6180146879136943,0.6523641214513589,0.5769356176136767,0.590675422726244,0.5955418470322456,0.5873023065104861,0.580903258747773,0.584504357222838,0.6491212674336044,0.59076800957045,0.583612501658239,0.6412002119134058,0.6102702160534674,0.5512079019740498,0.6075611618024304,0.5930829190247612,0.6661753622651747,0.5135827671122322,0.616611157974969,0.523483996865251,0.5799621042836557,0.5483106836548229,0.5763258259377632,0.6057659312761292,0.5958245218245752,0.5858491390157238,0.4515463205219761,0.5939697336615039,0.5188316610414625,0.582038355605763,0.598026845840323,0.5594127414000863,0.508090878083073,0.5297122710262144,0.5674237838761702,0.5683641415632885,0.5891503566208194,0.6115849306837854
075MSVIS,0.5888276936326291,0.5881642434980676,0.55474280300246,0.5841875071821435,0.6354463739147174,0.53315601996877,0.615791967987459,0.5907198372597547,0.5363841270413219,0.5548724217396435,0.5146115711133267,0.5539012635552223,0.5857842711971731,0.5835674074471372,0.5703456907115758,0.623721467213677,0.6103484060992959,0.597597756843015,0.5735696972145192,0.6744462324921963,0.6164410690726442,0.5871960485703767,0.6126958341171352,0.5519862809598964,0.5227605783334472,0.4440525752461841,0.6239306935694025,0.5807419324775072,0.618437844735431,0.6072717870706569,0.6166267017334498,0.625222544005837,0.5909340774512022,0.6078773348820308,0.5893953370535623,0.5893248212594651,0.592802125824103,0.5894118647940282,0.6437950327478243,0.6019353380144086,0.5977003185319776,0.6043113516800056,0.5863076387597451,0.5900191764105374,0.5876150810798731,0.6063541902583668,0.5875291535244984,0.5491842915547174,0.5873683336059283,0.5928583361590516,0.5715647144144308,0.6228498879479197,0.5976456308980158,0.45997827797472934,0.6006589578223513,0.5479636821005425,0.5653268120409365,0.6241683774105842,0.5918696209295997,0.5801743568291908,0.6133175590592408,0.5840662617482154,0.6203751585667862,0.5782743733111765,0.6533209492449544,0.6208023403069685,0.5286920430695993,0.6589887132705199,0.5558573212922843,0.5161717098021336,0.4979312328420382,0.5742873071560296,0.5971463306019902,0.6320591811720528,0.5925226402335074,0.6146720079625778
076MSVIS,0.5852419578242118,0.5792878048551157,0.6236562265008792,0.575657335055671,0.614349641213987,0.5875224294640069,0.48171413405378566,0.6117468201797954,0.5835593526330977,0.5934956555609908,0.6756362001844024,0.6013576551302497,0.5125591612116708,0.6120453127781577,0.6008802908226492,0.5833151243398329,0.5780734399279763,0.5660648916169262,0.5765594573954738,0.6613762886813688,0.618605800708655,0.5701614829582059,0.6071613257573665,0.5748489467768805,0.5545915273403055,0.5760717322793647,0.5020139649666615,0.5805929664837653,0.6213020348079317,0.5862434961658707,0.5858897329126066,0.5937879568740543,0.6020259956136462,0.616430935410066,0.5969859465049453,0.5878045035377866,0.5862724507629569,0.5869690056156647,0.5910074483853115,0.5944618490450534,0.6256266951191933,0.5957496285122147,0.5787986611416281,0.5808496056906304,0.5796438089365379,0.5850186265678664,0.5232097484532128,0.5939067204991233,0.5638476825414567,0.6179540897395744,0.7124266902233362,0.48636478989276427,0.5935025115406607,0.6834928724977682,0.572306179903428,0.6962088184175179,0.579978090901529,0.5329533158712707,0.5940243972420987,0.5952164639612957,0.5678765446697079,0.58301228141355,0.5826000722482066,0.5790880451355584,0.627151546582606,0.6330396562302713,0.5306116059514517,0.6238579103523271,0.5735356306223413,0.5915334330592504,0.4332345010629789,0.6268803174783248,0.4760442162343689,0.5767609422016527,0.5882556923751677,0.5824108597321473
077MSVIS,0.613238468539515,0.667952955760927,0.6336144413784582,0.603146840231638,0.6094942344963403,0.7147915194346955,0.5373355541058698,0.6077880162754766,0.5461896813600086,0.5842594686424151,0.5732726293443364,0.5729498361239468,0.5944471466375102,0.5819835050563861,0.6049427644825623,0.622824241759197,0.5972278303242076,0.631434017296842,0.5418291719983729,0.6283930780398098,0.6499419440288934,0.6925212629512226,0.622712485482261,0.618557875883189,0.5852460930543829,0.6016765472536274,0.655561317883241,0.6106360784449438,0.6346627763503097,0.5829466287366962,0.6072305675598184,0.6401620743825194,0.6114901894349911,0.6088919955764508,0.5921219326489898,0.5808654070399282,0.5910551610416528,0.5930118039685885,0.6355026054829946,0.6084061350989456,0.6127741817064722,0.5980001543509113,0.5841620998578319,0.5928725089451566,0.5946763518937255,0.6119195289010327,0.6279264512084637,0.62495630950607,0.6052692000397816,0.6151223865456201,0.7357127341561588,0.5344739371302424,0.585975035936661,0.6332978532793725,0.5537699552316275,0.5826274244783772,0.5946601318268306,0.5628143877457821,0.5682526179825084,0.6376423101912134,0.6332230286913143,0.5823670831670257,0.6128176600881524,0.5452425320677966,0.6583273447342859,0.6523481829739436,0.6368793166201946,0.6229552989747921,0.58734206032259,0.6150591089765568,0.5538693173362907,0.6214762594302308,0.6005982156126342,0.6719641534203937,0.5837211318435578,0.5749792188684549
078MSVIS,0.6068744328398642,0.7185988773485058,0.6648820699334168,0.586552018451803,0.6182921461815578,0.595544317589191,0.6230164286341187,0.5882467170343775,0.5381218061236024,0.6265709400865034,0.580897191964769,0.6210305091613145,0.687287322044973,0.5967450899592563,0.6798246976991801,0.6623745515080975,0.6027770551250075,0.6390623620697978,0.5861868624189868,0.7044304188518906,0.6518106227423268,0.7955675107612793,0.6705006222456587,0.5695815044282126,0.7056171989998653,0.7129306200640672,0.6436796781351414,0.7324775339431697,0.6629407232168362,0.5865207956230604,0.6186526012130154,0.6754132414592415,0.6301226109363618,0.6046469156562654,0.5984241609551284,0.5916528626720184,0.5854215357764294,0.5951916006956468,0.66505473453204,0.6161181713130641,0.6036569084835324,0.5938873759343318,0.5961509778593679,0.582627385555306,0.6004320335209885,0.5822581644536186,0.6963689595981006,0.6094933876992966,0.5850019665602587,0.6392624482048129,0.6664394347664662,0.6380828645579206,0.5653166967759569,0.6378613083261736,0.6572331416248123,0.6449164023442597,0.6343258990933957,0.7154957862968848,0.6053784490288507,0.6246302271766881,0.6346013354033129,0.5985779129081017,0.6244140795488285,0.6342224370030584,0.6241587920045808,0.5903860589000315,0.7740345532798443,0.6249593149758232,0.5700816942263451,0.6195960699098021,0.7445816225433646,0.6253592813724996,0.6342111321178624,0.6412128097451033,0.5928054431057517,0.6006981013934759
079MSVIS,0.6312071481742628,0.5840656518808665,0.637599606481549,0.6059069622529862,0.624258730797293,0.5944965316633567,0.5377034382516914,0.6282313609759671,0.7527023600988645,0.6275943181986436,0.6978851640842249,0.6502803902168841,0.6632544618965588,0.598588040305577,0.6181235178353995,0.5575525101093513,0.5892316538970753,0.6128589614002933,0.5731019673336639,0.48500467745397763,0.6195589776529088,0.5644131788417749,0.6015196244679852,0.6720874881476574,0.6867217655667491,0.6886421518871644,0.6043097823603114,0.6761086579251572,0.6100467378152205,0.598218951082108,0.5917751388004633,0.5961374082804629,0.6099290332713004,0.5953466773558274,0.5711284860655289,0.5801979395644493,0.5859814212912017,0.5985163135700922,0.6020116895541413,0.579115685670446,0.5804419085985549,0.573549038301206,0.5753659856834816,0.5896830870358036,0.5932583350046953,0.6268077219953458,0.6919029356880774,0.628714430869767,0.5797485287619527,0.6322735827472917,0.6342944286248384,0.5459045795829837,0.6259138984018467,0.6633985747080371,0.6489867873200207,0.6983663834503345,0.607906324001448,0.7012341464224866,0.5976900517137194,0.595521831343684,0.6057593215014917,0.5846811105804074,0.6536982780563204,0.5946832625548173,0.5850132679549793,0.624900680344041,0.6426948734995127,0.5926411413989069,0.6328818157096066,0.6837897182149468,0.7769807521307925,0.572175183195646,0.6889677117427313,0.6452843366040936,0.5938703738114707,0.6123700327197833
080MSVIS,0.45148313188830524,0.46097788135865864,0.5391112475260554,0.5463154282054588,0.24142777485647854,0.3015160941223349,0.31414077064294343,0.5037137914297262,0.3359071705943568,0.33359668687996596,0.39550581696026427,0.47945582262535663,0.09201492486785845,0.5403516510233098,0.45537194333158426,0.46033689930981236,0.540630446702964,0.464348564753497,0.5276831432601169,0.6039368562716853,0.45370305872301203,0.3324481356210883,0.25914495594484444,0.448022834967968,0.38365913903327475,0.08716517338300478,0.5535745389567023,0.06259272470479194,0.3270761425581844,0.5326649437350301,0.371570290931563,0.4986797222571089,0.5465701745466808,0.5657003174191592,0.574942609450306,0.6235251362885894,0.5898692485721541,0.5872670921856923,0.5095154062120513,0.5463905267547419,0.5552503065545156,0.5792078416060306,0.6318284753031532,0.5810249639501694,0.582423408682551,0.47762825052739616,0.4644432578329656,0.5596155923013195,0.5620305261273212,0.25422331752827637,0.18525662808049698,0.18881918964776984,0.4825481091949217,0.3397360997936084,0.3802522957132254,0.37557021495865517,0.4673867467141776,0.04858315437672567,0.5009476517838054,0.487887434709025,0.4041811807210871,0.5286499427155902,0.4918821984383488,0.4865769425379376,0.5618816801677979,0.40914477884431666,0.4886756785279405,0.19924653864409891,0.5347695910673012,0.37982923915331146,0.0,0.6713002227570453,0.12371751766638261,0.35044793700637417,0.5543786025903411,0.33117169682647907
082MSVIS,0.5721583351530358,0.5939844179710034,0.5133481041736305,0.6018053166758647,0.5597225036754804,0.5137202495631845,0.5844134387604344,0.5656109729594082,0.5502222955356016,0.5390738096232388,0.5155688785809116,0.5326286210182227,0.5181469582914833,0.6067300226181437,0.574271559987658,0.5592342287336961,0.5754362274944843,0.5603933933181119,0.5760795315725203,0.5926813049160906,0.5743677070766966,0.5196012240842742,0.49796228336583087,0.5979809734723244,0.44546351015724844,0.493619146725366,0.5912740005783754,0.6246634370128268,0.5425643312967436,0.5845251004349992,0.5800605712774293,0.604247832696302,0.6059757199886115,0.6432438845890898,0.6020669279180608,0.627454799000401,0.5991546034230264,0.5944981860939108,0.6174725683079939,0.5985657756334944,0.6178192120045912,0.5974905846235128,0.6243761526698799,0.5970529610767547,0.5962694174362883,0.5895985612848967,0.5276688423626894,0.5190307978537152,0.5770572198471284,0.5301750344934756,0.6064126320223954,0.6292736853670062,0.5633289405350009,0.42801834700070923,0.5697884041530639,0.5605586149881162,0.5541668250674723,0.629616460261532,0.5826252239909357,0.5626385510492787,0.5784678418783915,0.5666058075548652,0.5420767808942747,0.553324327057455,0.48243929876039954,0.5821895129567058,0.5202587002381596,0.5273848223136766,0.6097259191277559,0.5318268366048585,0.4946055932907687,0.5629046059738524,0.5744641359154647,0.5051393146227303,0.5884761464231928,0.5552566596891492
084MSVIS,0.6122937352226369,0.5796418199445736,0.6142673964290212,0.5661379668064782,0.5519567104786353,0.6180541335449902,0.5388374745841863,0.6127244212876012,0.6106810836349768,0.5853129361598725,0.5570728137440166,0.5777872419052601,0.6562972193121783,0.5802754219373838,0.5909943720084527,0.5907180101023841,0.5921012698666461,0.5833646123916515,0.558506757097857,0.6470590751983244,0.635335570512985,0.5783242250279436,0.6790098388632845,0.563887670111095,0.5759284297294702,0.5859965149949736,0.6449399701564096,0.5980573982397484,0.6290360528639366,0.6057226035621052,0.5908825072032928,0.6022831446385403,0.6044374513247103,0.587943861211875,0.5982803621407256,0.6025299132502584,0.5835254083207265,0.580379215054239,0.6226113376118714,0.6229379193086956,0.6011794298791427,0.6009207645843977,0.6043977472401785,0.5819768839226821,0.5927508705195832,0.6298745151521963,0.5711861516102663,0.5729587648990575,0.5618207541014731,0.5320155679364934,0.5880976206816444,0.634531955397851,0.6122969998457244,0.5214443304787924,0.5865905349399754,0.5709369909448124,0.5652969682565013,0.6814284677736117,0.5872109023532516,0.6349299689898439,0.5931093707289367,0.6036839294083349,0.6064710961192968,0.5857768922865149,0.6418764915206333,0.666206140795826,0.5816747957311542,0.6151195691143011,0.5688817351920221,0.6899954283941633,0.6659569888636151,0.6295990592175411,0.5627334002835442,0.6571254943543099,0.5852114252873236,0.5590600862572848
086MSVIS,0.5793209573162685,0.5959211896704513,0.5850001003938136,0.5665666867709358,0.5983450932475413,0.679421958060138,0.6074900206204246,0.5771281345233885,0.6076482886019973,0.5602073140534213,0.6229519452120923,0.5512040622714828,0.5620722991411758,0.6027391426034526,0.5286725210277254,0.5686066512428388,0.5715729183826569,0.58366259938127,0.5707944430800672,0.6013600449841403,0.5885602919813272,0.49914379512568124,0.6230436083718116,0.5789093810820656,0.5679810040785219,0.4610932314539488,0.5525593462337759,0.5784652379356222,0.7602459088753166,0.623939311477322,0.6112214219517207,0.6499561262367168,0.6241939038374243,0.5828420537255119,0.5868577249227542,0.5940700429867145,0.5945692992475373,0.5901200031377459,0.642854045548112,0.5922419613917724,0.6022635125854003,0.5940738354178667,0.5683888468925032,0.5885599415859973,0.5920067133886197,0.5561390323278989,0.5800695866280339,0.5998164303496789,0.5380359096060818,0.5715868074512858,0.7042788406632607,0.5694114152112524,0.5926296371577346,0.5133769855773668,0.5586865802075346,0.6172352883481911,0.5694211420844488,0.577056122055568,0.5595188645597479,0.5760112103781281,0.6266676158513624,0.5838258541720537,0.5757591392206881,0.5845812714874695,0.5679239884336493,0.5998545299933356,0.483503798886573,0.6968176411692897,0.5567532684972604,0.5965008348895955,0.5764186543180333,0.6014903647343817,0.5601962905252742,0.6457430462214447,0.6059859932198695,0.5933026109131159
087MSVIS,0.5848924930246182,0.526728102130989,0.5397751343903592,0.5971227660879341,0.6136449822225378,0.31111094032099673,0.5294073085540683,0.5491335460237696,0.48845147124394356,0.5761153830386317,0.5524129572433051,0.5699822635069316,0.5633572297387004,0.6179239684391256,0.5517797835785336,0.5552018791157977,0.5740245723684173,0.5439392726311503,0.5651003596319283,0.49789564881306975,0.5291007672111989,0.39081125256209936,0.4707088558788376,0.6074430991655444,0.5489601809541927,0.49579517586659316,0.3814635866038527,0.5799338524883965,0.44845592742030627,0.5798809997678029,0.6219177472953022,0.5090821078186991,0.5689646214420636,0.5760622882693642,0.5813968900011695,0.6290951784779655,0.5766108751516882,0.576627519517596,0.5378572940757232,0.5514055156166509,0.5778562072385266,0.5721914089213351,0.6197937509120247,0.5885750812694742,0.5756607965357793,0.5858320938438162,0.5447058605391764,0.5117748053929294,0.5958645263029043,0.6096149974312783,0.4215783053172374,0.5762604120844381,0.557234491275935,0.5529199136287627,0.5606027506910886,0.5593151833855662,0.5491836225518228,0.5250762775645552,0.6068552141512794,0.5581034774763043,0.5374974098607032,0.5715421517328534,0.5589342536656448,0.5757376954736646,0.5309316780861536,0.5341126647756087,0.4220871002125716,0.46129053250898644,0.5721364101891973,0.5533190575967686,0.3865760677594605,0.3910592872042282,0.5508957060085339,0.41035023130536374,0.5833552833515289,0.5749443930042558
088MSVIS,0.5975044379450623,0.5688251738498631,0.5347341767928434,0.599150041690178,0.5989482348547122,0.46901974714604744,0.6067412037062235,0.5717258823107263,0.4592478974790093,0.5534284958773195,0.5129166655248741,0.5574183059073936,0.6340846814452964,0.5821171907397529,0.5891350091303297,0.5821718666419815,0.5857558357803896,0.596871331328246,0.5668373318849094,0.698184713427218,0.5896820613658815,0.6361983262016958,0.5795669323658462,0.5889984635999854,0.6475055226401294,0.8114730068554175,0.6428402454114485,0.6551550431657196,0.5676699659916398,0.5699369294844955,0.5471824746512578,0.5802296485621599,0.5941963783344604,0.5895414871054001,0.5948296977067196,0.5774798659195677,0.5892251224479975,0.5870884540466361,0.5700494215370066,0.5970808018300896,0.5752996555016449,0.5937093085636507,0.5756229574102806,0.587167733852648,0.5888199455939241,0.5653358440830335,0.6765277234028221,0.5605107071691172,0.576583331351126,0.5842671831510562,0.5502180668995883,0.6605820932296518,0.5720618561206741,0.5790815390327673,0.5781153984061241,0.5938617822903192,0.5430119085312625,0.6883431629487939,0.5664641374614112,0.6372703097027271,0.5975642832301843,0.5794590349648456,0.5898800096354757,0.56606162144172,0.6507422453825777,0.5888898302198188,0.6801594327404279,0.5438817084767883,0.5756839937924242,0.634591272944775,0.7148573365019143,0.6040822752496032,0.5477274679922934,0.611497250607191,0.5884600645130604,0.5119388941251037
089MSVIS,0.612679413543505,0.5662132861526944,0.575376743294092,0.554172034978433,0.7095312352974189,0.6893379400867519,0.5634879945045476,0.5868077457693317,0.7385731598088686,0.6630062314367043,0.5989928226079052,0.5846927217055945,0.5371714918995291,0.5886433165539889,0.5845870647910871,0.5714906193422098,0.5676739995655962,0.6057588134721541,0.546594084171111,0.5432422705223087,0.5980042058105252,0.6826857752443716,0.521901078198672,0.6809441476677524,0.636124559081119,0.5777438933299973,0.5512529983093234,0.559584686014849,0.5578235166287946,0.599063446489881,0.6622644408697971,0.5798119726839676,0.567003837292255,0.5636818406653663,0.5867028698123814,0.5769870530042803,0.5849665570874321,0.5937034734918604,0.5862059763858357,0.5820853653741275,0.5908687993722712,0.594752565206377,0.5962040093376194,0.5882256215063719,0.5915249396279985,0.6227888201682076,0.5810285104385493,0.5646189125512322,0.563895541136474,0.6091722111623451,0.6387584658555117,0.641862094637585,0.6243351138790075,0.49186670004019684,0.6453257582082611,0.5337545097034502,0.6339588958351435,0.6738865070457681,0.6099052228305138,0.6167247950625983,0.6092089201978804,0.5807632143495972,0.5629660037344012,0.5551805136899385,0.5772096694755523,0.6389828683269575,0.5460265395810292,0.6421023527714927,0.6385972648580995,0.671056491631451,0.698155002906775,0.5843598206963809,0.7055814145306039,0.6108520995056955,0.6015225603332418,0.614311939728841
090MSVIS,0.5903035997309257,0.5426636921989864,0.5732687860677423,0.5592093841444519,0.50401636592498,0.7352614074155541,0.5217193490737092,0.5694389811951276,0.5347886652168057,0.5715728783254039,0.5576191551237129,0.5968590844817134,0.48697613887142144,0.6119592938817494,0.5438957145039228,0.5281715026495415,0.5767366720263123,0.5839239484850184,0.5829132661004698,0.7404649747423737,0.5854239539533246,0.5078161554742583,0.5601728806049241,0.593792678154409,0.8215417450095293,0.3888475125481883,0.6447671737059871,0.40717122320282906,0.7298964735525545,0.5622948824432774,0.5196636346275525,0.5412347290919682,0.5273893162825948,0.554959168379163,0.5818646869571759,0.623027673831785,0.5886777880694735,0.5925788633948538,0.5419913654902557,0.5567763088246223,0.5658351597111014,0.5757003913133214,0.6207837522053429,0.5864122477489285,0.5830471633271955,0.6067164504422151,0.5390341013572806,0.5477795714578231,0.5877384597706766,0.5261831540540471,0.5661244750998269,0.5296375644854199,0.5723582926569821,0.5361024817197666,0.5690897123702637,0.616835212256267,0.572540849429006,0.4687930668399346,0.5963491984771194,0.5180665849755679,0.5383918196842334,0.5655532287213825,0.555952430295639,0.593027880781784,0.7417164714281006,0.5819943192787567,0.4155233141416993,0.507347239562874,0.5971986809096187,0.5784996205250145,0.47729985130756813,0.5417633469263086,0.46682185266457776,0.7869984460124809,0.5395347722310324,0.5188476698629352
091MSVIS,0.6152066705063957,0.5814420887678795,0.5690083818054668,0.630683664174415,0.6033033144525748,0.5703106880061585,0.6878455946327316,0.6092358427928305,0.5284214773472536,0.5656126748867806,0.6144746186355318,0.5519525133800366,0.5931153025033454,0.6534223205137524,0.5652805342766274,0.614351942705719,0.5667234061153629,0.565079714492142,0.5675316574390352,0.6068229466427714,0.6148166520887968,0.5718966430219925,0.6237272120440004,0.6102130898248574,0.575417747519223,0.46249632926792694,0.683733426492304,0.6621608752859145,0.5406985305322574,0.5987119280671315,0.648856098815724,0.5765887211658279,0.6010346213302117,0.5626666116192682,0.5956437941895847,0.5971849414094669,0.588900200499756,0.5806742441774669,0.5616712289799652,0.5657376642651077,0.5900634167680058,0.592089143776537,0.5794812498269424,0.5928499567748634,0.5826420600969969,0.5821916097652091,0.6015234012460499,0.5618895488311988,0.633606563582988,0.554099640254191,0.6406808584034269,0.6158578946520255,0.6212004718308378,0.5358000734820193,0.6186543887500354,0.6061053165433681,0.6159638221668212,0.6335397231278298,0.6296604041469895,0.6248928530679324,0.6102548875558833,0.5824580993055569,0.5699500936140028,0.5853044041372609,0.53908458186959,0.6457869744810522,0.569558852371884,0.5602429674842831,0.5970790890638024,0.5645996600416896,0.6337966915129402,0.591606903175527,0.6952454926315859,0.5439292502928849,0.5993376524111429,0.6582230808155753
